[-1.4559485, 0.74574924, -1.077608, 1.0360489, -1.1586806, 1.1006794, -1.278993, 1.0900536, -1.3342415, 0.86941177, -0.09524612, 2.1057134, -1.245239, 1.2073257, -1.1481657, 1.175362, -1.0539515, 1.2783706, -1.0299951, 1.3149412, -1.3237838, 0.9576305, -1.1170498, 1.2078493, -1.0957952, 1.1911544, -1.0392601, 1.2763242, -1.2179052, 1.2378387, -1.2021157, 1.0508721, -0.8693469, 1.2798876, -1.0800163, 1.1858169, -0.9554799, 1.0744532, -1.2921546, 1.0548439]
[-1.2687864, 1.1868316, -1.042522, 1.1640584, -0.7167693, 1.4144893, -0.9044184, 1.4652675, -1.0256923, 1.225487, 0.08401341, 1.7052212, -0.67999387, 1.4711583, -0.66162866, 1.5785321, -0.4632875, 1.7445518, -0.54343665, 1.5799826, -0.9204725, 1.4434658, -0.6997735, 1.481759, -0.5793465, 1.6360011, -0.7464942, 1.4393289, -0.61382264, 1.4513915, -0.72116804, 1.5167809, -0.5201789, 1.5478618, -0.6693112, 1.5430725, -0.5472776, 1.4573693, -0.81152195, 1.4799256]
[-1.5845504, 0.68416244, -1.5477873, 0.7309947, -1.1707455, 1.1674695, -1.1583031, 1.112408, -1.3162569, 0.9432419, -0.68965864, 1.502555, -1.1358007, 1.1393111, -1.0344682, 1.4632987, -0.88982695, 1.4540564, -0.9664504, 1.4192125, -1.1998918, 1.1175085, -0.9329538, 1.3047632, -0.9765395, 1.498876, -1.0860624, 1.3963258, -0.8863745, 1.2226295, -1.0893966, 1.3683265, -0.8185495, 1.3538952, -0.9639207, 1.2150898, -0.9767708, 1.2303804, -1.2432644, 1.1482265]
[-1.262246, 1.2192622, -1.1175749, 1.1901393, -0.6728301, 1.5614737, -0.8853499, 1.6075933, -0.921783, 1.4697537, 0.41164622, 1.9341509, -0.5234925, 1.5024748, -0.6297277, 1.6156787, -0.4137032, 1.8034711, -0.45464754, 1.707368, -0.7947431, 1.5508553, -0.57424396, 1.6614251, -0.54300916, 1.7781713, -0.7085911, 1.5769882, -0.61638623, 1.5803216, -0.64084095, 1.596521, -0.45108813, 1.7876427, -0.52527845, 1.4175903, -0.44776112, 1.4787109, -0.66630775, 1.4022481]
[-1.397752, 1.2889998, -0.90767926, 1.2605603, -0.5066225, 1.5048052, -0.42091185, 1.537859, -0.7060883, 1.3669665, 0.5166313, 1.58558, -0.2910585, 1.4972016, -0.29037204, 1.6215008, -0.0926843, 1.643653, -0.026757596, 1.6420847, -0.47366515, 1.4767804, -0.26534995, 1.6476579, -0.23519021, 1.6982962, -0.46877176, 1.4116477, -0.19978638, 1.5692077, -0.29199317, 1.6046072, -0.1440785, 1.528451, -0.3811467, 1.5936464, -0.14360864, 1.5290868, -0.3279368, 1.5613039]
[-1.042094, 0.40618414, -1.0910157, 0.87249136, -1.8208925, 1.4527247, -1.460587, 1.0812699, -1.1774471, 0.9671808, -1.0328045, 0.9793191, -0.7226873, 0.6080496, 0.0, 0.0, -1.2153262, 1.375616, 0.0, 0.0, -1.3992778, 1.0168272, -1.3987459, 1.3458065, 0.0, 0.0, -1.0519699, 1.3069605, -1.2385648, 1.1126866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[-1.6274067, 0.71620476, -1.3994656, 0.8825673, -1.2102622, 1.1676254, -1.1908879, 1.1031138, -1.2453083, 0.9554218, 0.41243288, 2.4437015, -1.0680864, 1.181581, -1.0976957, 1.3629014, -0.92259765, 1.3873178, -0.8998105, 1.3968942, -1.2098175, 1.2121497, -1.0152426, 1.2948477, -1.0093457, 1.4303058, -1.009839, 1.2317505, -0.9226731, 1.3053026, -1.1051, 1.3593432, -0.8065386, 1.4776288, -0.8583399, 1.3369954, -0.9091736, 1.2921609, -1.0562611, 1.0895431]
[-1.2108359, 0.9688731, -0.9911999, 1.0905173, -1.036173, 1.2912499, -1.1724578, 1.3731613, -1.0500113, 1.0951537, -0.7811799, 1.2200241, -0.9026645, 1.2961166, -0.9772954, 1.3896829, -0.74786717, 1.4763145, -0.8200414, 1.5337653, -1.0838149, 1.2728667, -0.9068339, 1.372092, -0.7956285, 1.4374543, -0.7596933, 1.366384, -0.88159424, 1.2988256, -0.970541, 1.3398153, -0.81420803, 1.6071815, -0.88493496, 1.3551844, -0.8468897, 1.3706493, -1.0873942, 1.2567357]
[-1.5147513, 0.7961639, -1.1580836, 1.1217446, -1.1682035, 1.143981, -1.2242693, 1.1675947, -1.2519557, 1.0089098, -0.75758934, 1.5567242, -1.151425, 1.2672154, -1.0829415, 1.3122946, -0.9580316, 1.5552891, -0.9946687, 1.4309458, -1.1842729, 1.1798443, -1.0818043, 1.3615074, -1.0335275, 1.4557122, -1.0045724, 1.2971236, -1.1152098, 1.302134, -1.1420084, 1.2839649, -0.91364163, 1.4035128, -1.0501928, 1.2539046, -1.006772, 1.3309604, -1.2322432, 1.2080958]
[-1.1914809, 1.0853548, -0.9956184, 1.1338842, -1.1035303, 1.2098842, -1.1678144, 1.1973838, -1.0543528, 1.1055318, -0.7817693, 1.3537074, -1.0304599, 1.3627208, -1.0856496, 1.2951329, -0.8896281, 1.4700876, -0.9408463, 1.5143083, -1.2150762, 1.2249352, -1.0289911, 1.3841408, -1.0060723, 1.4843445, -0.76759046, 1.4478863, -1.0306041, 1.3515679, -1.0769424, 1.3347144, -0.78497696, 1.4001464, -0.8995971, 1.1840512, -0.813598, 1.1844615, -1.0845073, 1.1377956]
